wrist_x;wrist_y;thumb_cmc_x;thumb_cmc_y;thumb_mcp_x;thumb_mcp_y;thumb_ip_x;thumb_ip_y;thumb_tip_x;thumb_tip_y;index_finger_mcp_x;index_finger_mcp_y;index_finger_pip_x;index_finger_pip_y;index_finger_dip_x;index_finger_dip_y;index_finger_tip_x;index_finger_tip_y;middle_finger_mcp_x;middle_finger_mcp_y;middle_finger_pip_x;middle_finger_pip_y;middle_finger_dip_x;middle_finger_dip_y;middle_finger_tip_x;middle_finger_tip_y;ring_finger_mcp_x;ring_finger_mcp_y;ring_finger_pip_x;ring_finger_pip_y;ring_finger_dip_x;ring_finger_dip_y;ring_finger_tip_x;ring_finger_tip_y;pinky_mcp_x;pinky_mcp_y;pinky_pip_x;pinky_pip_y;pinky_dip_x;pinky_dip_y;pinky_tip_x;pinky_tip_y
0.4842093884944916;0.48952335119247437;0.4371834695339203;0.5044775009155273;0.40198445320129395;0.49945032596588135;0.3764066696166992;0.4942702054977417;0.34929391741752625;0.4908246099948883;0.36370325088500977;0.505006730556488;0.3190697431564331;0.5119685530662537;0.28624430298805237;0.5204620361328125;0.261802077293396;0.5251674056053162;0.3763692378997803;0.4910086393356323;0.32242074608802795;0.4987320005893707;0.28624117374420166;0.5063236355781555;0.2570151686668396;0.5156252384185791;0.3958428204059601;0.4761664867401123;0.3477974236011505;0.47528910636901855;0.31274890899658203;0.4826478362083435;0.28616470098495483;0.4932094216346741;0.41698479652404785;0.46021556854248047;0.38884037733078003;0.4532916843891144;0.36527302861213684;0.4586430788040161;0.34699109196662903;0.46997615694999695
0.5275130271911621;0.6644858717918396;0.49459919333457947;0.6836632490158081;0.4573473036289215;0.6769462823867798;0.42940691113471985;0.6687661409378052;0.4044407606124878;0.6742506623268127;0.41642388701438904;0.6784676909446716;0.3706405460834503;0.6909049153327942;0.33861875534057617;0.7017146348953247;0.3134356737136841;0.7118814587593079;0.41967326402664185;0.6707558631896973;0.3700435161590576;0.6817178130149841;0.3378388583660126;0.6947308778762817;0.31049844622612;0.7068641781806946;0.43221166729927063;0.6635071635246277;0.3872787356376648;0.6676778197288513;0.3565738797187805;0.6783108711242676;0.3331913948059082;0.6890038847923279;0.4513682425022125;0.6551561951637268;0.4293462038040161;0.6528987288475037;0.4117125868797302;0.658025324344635;0.39802175760269165;0.6653125286102295
0.49227914214134216;0.5949460864067078;0.4476872980594635;0.5981386303901672;0.41509878635406494;0.5846531987190247;0.392809122800827;0.5726759433746338;0.3667098879814148;0.5651211738586426;0.37464553117752075;0.5812697410583496;0.33245205879211426;0.5744866728782654;0.30079132318496704;0.5744249820709229;0.2768087387084961;0.5733906626701355;0.3850570023059845;0.5698785781860352;0.3359423875808716;0.5595133900642395;0.2996205687522888;0.5576463341712952;0.27119898796081543;0.5598722696304321;0.40227845311164856;0.5606513619422913;0.3578808307647705;0.5451532602310181;0.3235343098640442;0.5425370931625366;0.29745006561279297;0.5454842448234558;0.4222140312194824;0.551982045173645;0.39622262120246887;0.539881706237793;0.37365153431892395;0.5398966670036316;0.35474562644958496;0.5464286804199219
0.43329358100891113;0.48257505893707275;0.39119333028793335;0.4895937442779541;0.35240885615348816;0.46968841552734375;0.3256520926952362;0.4506288766860962;0.30052974820137024;0.439208447933197;0.3133706748485565;0.4610610008239746;0.26397114992141724;0.4533487558364868;0.22969713807106018;0.451869934797287;0.2035643458366394;0.45158636569976807;0.32335227727890015;0.44678443670272827;0.26797789335250854;0.4367097318172455;0.23078089952468872;0.43433791399002075;0.20151418447494507;0.43617427349090576;0.34396401047706604;0.4359052777290344;0.29288700222969055;0.4164690375328064;0.25882014632225037;0.4141247570514679;0.23118145763874054;0.4176799952983856;0.370909184217453;0.42442429065704346;0.344431608915329;0.4070797264575958;0.32062235474586487;0.4088079631328583;0.30040961503982544;0.41721370816230774
0.41298386454582214;0.40298089385032654;0.3663580119609833;0.4043905436992645;0.32698920369148254;0.3753875195980072;0.30223941802978516;0.3461254835128784;0.2809825539588928;0.32844048738479614;0.2868592441082001;0.3658618927001953;0.23770375549793243;0.3470921516418457;0.20555971562862396;0.3386915624141693;0.17997333407402039;0.3335679769515991;0.29338309168815613;0.3504522442817688;0.2419731318950653;0.3304310441017151;0.20771323144435883;0.3237454891204834;0.17999568581581116;0.3226824402809143;0.3114109933376312;0.3363354206085205;0.26271748542785645;0.3128450810909271;0.23035699129104614;0.30855458974838257;0.20381468534469604;0.3126615881919861;0.3382190763950348;0.3233911395072937;0.3155934512615204;0.3010007441043854;0.29681292176246643;0.2976471781730652;0.28012534976005554;0.3019168972969055
0.4026356339454651;0.3712339401245117;0.3615541458129883;0.37937793135643005;0.32557639479637146;0.35604017972946167;0.3017426133155823;0.3341296315193176;0.28003811836242676;0.3217717111110687;0.2906751036643982;0.3368365466594696;0.24861328303813934;0.3236042261123657;0.2185966968536377;0.32182493805885315;0.19440802931785583;0.32286331057548523;0.29620689153671265;0.3228345215320587;0.250421404838562;0.3083082139492035;0.2187190055847168;0.3078348636627197;0.1922909915447235;0.3132680654525757;0.3113093078136444;0.31259360909461975;0.2670544683933258;0.2908574640750885;0.23724989593029022;0.29044243693351746;0.21315902471542358;0.29970452189445496;0.33480435609817505;0.30519115924835205;0.3111792206764221;0.28339090943336487;0.2919110953807831;0.2853398323059082;0.2756856679916382;0.29718294739723206
0.4458635151386261;0.4390445053577423;0.41369664669036865;0.45123201608657837;0.377434104681015;0.4322172999382019;0.3517913520336151;0.4087202847003937;0.33014652132987976;0.39608582854270935;0.33665862679481506;0.4205678105354309;0.2930334508419037;0.4103988707065582;0.264110267162323;0.40822136402130127;0.24100053310394287;0.4083232581615448;0.3410577178001404;0.4050527513027191;0.29521143436431885;0.39393913745880127;0.2651689648628235;0.3939782679080963;0.24077057838439941;0.3983767330646515;0.3557471036911011;0.3936695158481598;0.31377798318862915;0.3765031099319458;0.28626447916030884;0.3758288025856018;0.26333776116371155;0.38213109970092773;0.37752285599708557;0.3861534893512726;0.35745105147361755;0.3711465299129486;0.3396511971950531;0.3734608590602875;0.32332712411880493;0.38287317752838135
0.47418269515037537;0.4718746244907379;0.43250468373298645;0.4784872829914093;0.3999413847923279;0.46436959505081177;0.37720543146133423;0.45403891801834106;0.3536026179790497;0.44901424646377563;0.36590057611465454;0.4588199853897095;0.32380619645118713;0.4524290859699249;0.2927842140197754;0.45405876636505127;0.268884539604187;0.45636680722236633;0.37538328766822815;0.448848694562912;0.3274761438369751;0.4428941607475281;0.2934413552284241;0.4459579586982727;0.26706936955451965;0.45207688212394714;0.39309585094451904;0.4431169033050537;0.34864336252212524;0.42909324169158936;0.31777167320251465;0.43045228719711304;0.293770432472229;0.43701380491256714;0.41514384746551514;0.4385488033294678;0.39098936319351196;0.4261268973350525;0.3703320026397705;0.42877742648124695;0.35393860936164856;0.43678179383277893
0.480621337890625;0.41470956802368164;0.4494803547859192;0.4115929901599884;0.41715627908706665;0.39116695523262024;0.39392924308776855;0.37750497460365295;0.3746423125267029;0.3720725476741791;0.3972195088863373;0.3740741014480591;0.3599143326282501;0.36816704273223877;0.3311353921890259;0.3702826201915741;0.3085995018482208;0.37591904401779175;0.40343254804611206;0.3735225796699524;0.36427319049835205;0.3629760146141052;0.3344513773918152;0.3650413155555725;0.3103249967098236;0.37283855676651;0.41820216178894043;0.3762185573577881;0.3840607702732086;0.3631100654602051;0.3574649393558502;0.3622172176837921;0.33573609590530396;0.36785584688186646;0.44065186381340027;0.3826082646846771;0.4232425391674042;0.3677580654621124;0.40775448083877563;0.363296777009964;0.39505627751350403;0.3646477460861206
0.5073734521865845;0.4384792447090149;0.479200541973114;0.4318508207798004;0.45126548409461975;0.4159785211086273;0.4317072033882141;0.4062518775463104;0.412272185087204;0.4066064655780792;0.4261132478713989;0.4085593819618225;0.38977760076522827;0.4077996611595154;0.3630729615688324;0.41029471158981323;0.34158387780189514;0.4144371449947357;0.4339092969894409;0.40969374775886536;0.3952660858631134;0.4037635624408722;0.3670283555984497;0.4063073992729187;0.3438992202281952;0.4123240113258362;0.4500162899494171;0.4132469594478607;0.41601860523223877;0.40336883068084717;0.39023131132125854;0.40255993604660034;0.36871975660324097;0.40507733821868896;0.47220340371131897;0.41867175698280334;0.45669203996658325;0.4077302813529968;0.44209524989128113;0.40179625153541565;0.42828020453453064;0.39923641085624695
