wrist_x;wrist_y;thumb_cmc_x;thumb_cmc_y;thumb_mcp_x;thumb_mcp_y;thumb_ip_x;thumb_ip_y;thumb_tip_x;thumb_tip_y;index_finger_mcp_x;index_finger_mcp_y;index_finger_pip_x;index_finger_pip_y;index_finger_dip_x;index_finger_dip_y;index_finger_tip_x;index_finger_tip_y;middle_finger_mcp_x;middle_finger_mcp_y;middle_finger_pip_x;middle_finger_pip_y;middle_finger_dip_x;middle_finger_dip_y;middle_finger_tip_x;middle_finger_tip_y;ring_finger_mcp_x;ring_finger_mcp_y;ring_finger_pip_x;ring_finger_pip_y;ring_finger_dip_x;ring_finger_dip_y;ring_finger_tip_x;ring_finger_tip_y;pinky_mcp_x;pinky_mcp_y;pinky_pip_x;pinky_pip_y;pinky_dip_x;pinky_dip_y;pinky_tip_x;pinky_tip_y;category
0.5033732652664185;0.6827394962310791;0.5511723756790161;0.6403261423110962;0.5956164598464966;0.5648840069770813;0.5830142498016357;0.497883677482605;0.5397588014602661;0.4933638870716095;0.5477923154830933;0.4975738823413849;0.5467908382415771;0.45063430070877075;0.5524462461471558;0.5166707634925842;0.5540612936019897;0.5308521389961243;0.5082191824913025;0.5025622248649597;0.5076026916503906;0.4641891121864319;0.5203856825828552;0.5406118035316467;0.5190370082855225;0.542693018913269;0.47182342410087585;0.5156171917915344;0.4675772786140442;0.47899186611175537;0.4836519956588745;0.5486525297164917;0.48290812969207764;0.554723858833313;0.4320298135280609;0.5324903726577759;0.43508875370025635;0.505408525466919;0.4507744610309601;0.5510046482086182;0.45132923126220703;0.5626723170280457;0
0.5083466172218323;0.6742110252380371;0.5585192441940308;0.6298584938049316;0.607446551322937;0.5688737034797668;0.601348876953125;0.5044991374015808;0.5624932646751404;0.49936434626579285;0.5631394982337952;0.49028176069259644;0.5706683397293091;0.44846439361572266;0.5715411901473999;0.5135936141014099;0.5688188672065735;0.5235018134117126;0.5231646299362183;0.4964442551136017;0.5297722220420837;0.461064875125885;0.5391162633895874;0.5368889570236206;0.5360116958618164;0.5364383459091187;0.4870990216732025;0.5087652206420898;0.48948508501052856;0.47343844175338745;0.5023195147514343;0.5420816540718079;0.500052809715271;0.5464262366294861;0.4482923448085785;0.5242487788200378;0.45322519540786743;0.49474453926086426;0.4689081013202667;0.5395766496658325;0.4685598313808441;0.5519453287124634;0
0.5096148252487183;0.667439341545105;0.5603727698326111;0.623150110244751;0.6097761988639832;0.5638588666915894;0.6050958037376404;0.49885424971580505;0.56571364402771;0.4931899905204773;0.5667813420295715;0.484613835811615;0.5759103298187256;0.44399765133857727;0.575333833694458;0.509272575378418;0.5718663930892944;0.5188224911689758;0.5267823338508606;0.4896537959575653;0.5346493124961853;0.45537763833999634;0.5421705842018127;0.530830442905426;0.5385010242462158;0.5296704173088074;0.49054694175720215;0.5012339949607849;0.4944705069065094;0.4669595956802368;0.5059257745742798;0.5349178910255432;0.5028993487358093;0.5384018421173096;0.45185133814811707;0.5165388584136963;0.457968145608902;0.488331139087677;0.4731013774871826;0.5322414636611938;0.47162216901779175;0.5436004996299744;0
0.5119020342826843;0.6660175323486328;0.5614034533500671;0.6215628385543823;0.6117310523986816;0.5607681274414062;0.608454167842865;0.49495822191238403;0.5683007836341858;0.494104266166687;0.5684423446655273;0.4810577929019928;0.5776088237762451;0.4399302005767822;0.5773367881774902;0.5060132741928101;0.5722313523292542;0.51792973279953;0.5286223292350769;0.4853454530239105;0.536046028137207;0.45203399658203125;0.5445307493209839;0.5278559923171997;0.5400960445404053;0.5276183485984802;0.492684543132782;0.4978502690792084;0.49634313583374023;0.4629487693309784;0.5084359645843506;0.5306894183158875;0.5041884183883667;0.5361015796661377;0.45355212688446045;0.5133804082870483;0.46097999811172485;0.48430201411247253;0.475242555141449;0.5282415151596069;0.47314244508743286;0.5400206446647644;0
0.5100676417350769;0.6636567711830139;0.5600827932357788;0.6172338128089905;0.6112040281295776;0.560164213180542;0.6088595390319824;0.4961356520652771;0.5686207413673401;0.49310359358787537;0.5701025128364563;0.47824788093566895;0.5793318748474121;0.4392416477203369;0.5773414373397827;0.5048826336860657;0.5721297860145569;0.5147112011909485;0.5297433733940125;0.4824484586715698;0.5383527874946594;0.4495846629142761;0.5443939566612244;0.5237525701522827;0.5391920208930969;0.5216191411018372;0.4933478534221649;0.4944317042827606;0.49810296297073364;0.4620639383792877;0.5082423686981201;0.528336763381958;0.5040226578712463;0.5299729108810425;0.4541396498680115;0.5104324221611023;0.461446076631546;0.48357030749320984;0.47582516074180603;0.5269255638122559;0.47396621108055115;0.5369741320610046;0
0.5116506218910217;0.6647599339485168;0.5630043148994446;0.622377872467041;0.6142114996910095;0.5629621744155884;0.6086680889129639;0.49929118156433105;0.5673707723617554;0.49411121010780334;0.5696881413459778;0.48264333605766296;0.5792696475982666;0.441368043422699;0.5786237716674805;0.5075591206550598;0.5751788020133972;0.5175899863243103;0.5298192501068115;0.4874718487262726;0.5387817025184631;0.4519979953765869;0.545526385307312;0.5287067294120789;0.5409373641014099;0.5294490456581116;0.4933386743068695;0.497915655374527;0.4977872669696808;0.46463489532470703;0.5088930130004883;0.5340260863304138;0.5058127045631409;0.5379928350448608;0.45447012782096863;0.5124454498291016;0.461478590965271;0.4859331250190735;0.47662317752838135;0.531061053276062;0.47539418935775757;0.5425750017166138;0
0.5142219662666321;0.6651039123535156;0.5630983114242554;0.6184348464012146;0.6132408380508423;0.561700701713562;0.6095781922340393;0.5001088380813599;0.5710762143135071;0.4990328848361969;0.5716103911399841;0.4797714352607727;0.5799769759178162;0.44189757108688354;0.5792899131774902;0.5071028470993042;0.5751203298568726;0.5163743495941162;0.5315237641334534;0.4855458438396454;0.5385316610336304;0.4547397792339325;0.5462645888328552;0.5288752913475037;0.5423935651779175;0.527964174747467;0.49584126472473145;0.4980144798755646;0.49854421615600586;0.466858446598053;0.5100211501121521;0.5328173041343689;0.507575273513794;0.5367361903190613;0.45776453614234924;0.5139639377593994;0.46227002143859863;0.48884883522987366;0.4769614338874817;0.5311053991317749;0.4764280319213867;0.5416221618652344;0
0.5163991451263428;0.6574544906616211;0.5654531121253967;0.6157512068748474;0.6135846972465515;0.5605195164680481;0.6081408262252808;0.4994777739048004;0.5708073973655701;0.49360719323158264;0.5723779797554016;0.4812691807746887;0.5810527801513672;0.44428306818008423;0.5803723335266113;0.5064510107040405;0.577519416809082;0.5152224898338318;0.5336595177650452;0.48653584718704224;0.5413205027580261;0.4546292722225189;0.5484212636947632;0.5264599919319153;0.5450495481491089;0.5265564918518066;0.49878421425819397;0.4975147843360901;0.5024028420448303;0.46632471680641174;0.5132042169570923;0.5313714742660522;0.5107806324958801;0.535022497177124;0.46182721853256226;0.5123255848884583;0.4674682915210724;0.48596638441085815;0.4818405508995056;0.5280483961105347;0.4804430305957794;0.539223849773407;0
0.522395670413971;0.6591723561286926;0.5674419403076172;0.6158385276794434;0.6145216226577759;0.5617755055427551;0.6115608215332031;0.503128170967102;0.5734480619430542;0.5045340657234192;0.5755773186683655;0.48998120427131653;0.5809516310691833;0.45279183983802795;0.5807875394821167;0.5122120976448059;0.577621340751648;0.5234695076942444;0.5390905737876892;0.4950832724571228;0.5436476469039917;0.46296876668930054;0.5508100390434265;0.5317160487174988;0.5476123094558716;0.5328340530395508;0.5065048933029175;0.5063363909721375;0.5073788166046143;0.47461575269699097;0.5183584690093994;0.5361614227294922;0.516761839389801;0.5412905812263489;0.47123628854751587;0.5210307836532593;0.4748497009277344;0.4943290054798126;0.4879041910171509;0.5333789587020874;0.48784470558166504;0.5445051789283752;0
0.5279265642166138;0.6490275859832764;0.5706238150596619;0.6084020137786865;0.6155599355697632;0.5536418557167053;0.608584463596344;0.4973129630088806;0.5701749920845032;0.4997430145740509;0.5807453989982605;0.48568448424339294;0.5843189358711243;0.44864317774772644;0.5844746828079224;0.5067345499992371;0.5821394920349121;0.5183854699134827;0.5450289249420166;0.4898100793361664;0.5468847155570984;0.4596976041793823;0.554768443107605;0.5266633033752441;0.552345871925354;0.5270648002624512;0.5126973986625671;0.5010201334953308;0.5103181004524231;0.4710007309913635;0.5218066573143005;0.5313035845756531;0.5209484100341797;0.5355305671691895;0.47744929790496826;0.5163455605506897;0.4787094295024872;0.4922389090061188;0.4925538897514343;0.5308901071548462;0.49399828910827637;0.5412986278533936;0
0.5368127226829529;0.6622488498687744;0.5764747262001038;0.6324554681777954;0.6171866059303284;0.5722960233688354;0.6036670804023743;0.522975504398346;0.5678223371505737;0.5276482701301575;0.5821223258972168;0.5158663988113403;0.5795801877975464;0.48229342699050903;0.5813508033752441;0.5328335165977478;0.5816301703453064;0.5466565489768982;0.5495336055755615;0.5184262990951538;0.5463839173316956;0.492435097694397;0.5552050471305847;0.5518488883972168;0.5546593070030212;0.5560363531112671;0.5192705392837524;0.5294514298439026;0.5126683712005615;0.5070028305053711;0.5257109999656677;0.5601407289505005;0.5272428393363953;0.563768744468689;0.4865196645259857;0.5449084043502808;0.48562920093536377;0.528403639793396;0.49861955642700195;0.5637688040733337;0.5006323456764221;0.5701159834861755;0
0.5202817916870117;0.6761828064918518;0.5574609041213989;0.6425416469573975;0.5952350497245789;0.5876404047012329;0.5798178911209106;0.5412543416023254;0.5450628399848938;0.5453779101371765;0.5616589784622192;0.5308252573013306;0.5599857568740845;0.4982728064060211;0.5610857009887695;0.5485298037528992;0.5608127117156982;0.5593420267105103;0.5305079817771912;0.5347673296928406;0.5281674265861511;0.5089696049690247;0.5359617471694946;0.5671342015266418;0.5352025628089905;0.5688085556030273;0.5019130110740662;0.5450019836425781;0.4962301552295685;0.5233593583106995;0.5074213147163391;0.5751180648803711;0.5084240436553955;0.5763554573059082;0.4712073504924774;0.5597662329673767;0.47071120142936707;0.5440388321876526;0.4828763008117676;0.5775662064552307;0.48465630412101746;0.5836009383201599;0
0.5288377404212952;0.675719678401947;0.5658421516418457;0.6436763405799866;0.6031610369682312;0.5898362994194031;0.5882312655448914;0.5441457629203796;0.5538007616996765;0.549801766872406;0.5686323046684265;0.5356379151344299;0.5659915208816528;0.5039646625518799;0.5686894655227661;0.5534043908119202;0.5695351362228394;0.5618528127670288;0.5383110642433167;0.5396831631660461;0.5355544090270996;0.514293372631073;0.5437633395195007;0.5704969167709351;0.5436198711395264;0.5712482333183289;0.5105452537536621;0.5497320890426636;0.5043587684631348;0.5290738344192505;0.5159927606582642;0.5790783166885376;0.5181699395179749;0.5795316696166992;0.48097044229507446;0.5641271471977234;0.4795827269554138;0.5507254004478455;0.4923000633716583;0.582582414150238;0.49517402052879333;0.5872578620910645;0
0.5617887377738953;0.6836086511611938;0.6021126508712769;0.6449382901191711;0.6377779245376587;0.5897637009620667;0.6223012804985046;0.5469140410423279;0.5866081118583679;0.5520949959754944;0.5934540033340454;0.5342531800270081;0.6049652695655823;0.5104833245277405;0.6050268411636353;0.5625462532043457;0.6028569936752319;0.5704588294029236;0.5652334094047546;0.5344957709312439;0.5717872381210327;0.5201131105422974;0.5774806141853333;0.5740209817886353;0.5767122507095337;0.5715482831001282;0.5399930477142334;0.5432283282279968;0.5421353578567505;0.5309937000274658;0.5510671138763428;0.5792824625968933;0.551240086555481;0.5777380466461182;0.5134552717208862;0.557134211063385;0.5178782939910889;0.5490920543670654;0.5269268751144409;0.5819404125213623;0.5274287462234497;0.5877320170402527;0
0.5955833196640015;0.6720311641693115;0.6318411827087402;0.6426286101341248;0.6713390350341797;0.5864778161048889;0.6614269614219666;0.5376827120780945;0.6258036494255066;0.543768048286438;0.6356456875801086;0.5292110443115234;0.6370850205421448;0.5002027750015259;0.6389523148536682;0.5494455099105835;0.6367419958114624;0.559520423412323;0.6049935817718506;0.5317429304122925;0.6047648191452026;0.5099210739135742;0.6141615509986877;0.5672712922096252;0.6114485859870911;0.5675743222236633;0.5767492651939392;0.5428179502487183;0.5733295679092407;0.5222780108451843;0.5860158801078796;0.5736823081970215;0.5843711495399475;0.5757721662521362;0.5455617308616638;0.5580827593803406;0.5472478270530701;0.5399816632270813;0.5594608187675476;0.5739108920097351;0.5595696568489075;0.5809653997421265;0
0.616170346736908;0.6597749590873718;0.6588691473007202;0.6247494220733643;0.7007002830505371;0.5698690414428711;0.6920138597488403;0.5199297070503235;0.6564244031906128;0.5225201845169067;0.656157910823822;0.5077729225158691;0.6669612526893616;0.4793829917907715;0.6676614284515381;0.5317822694778442;0.6632731556892395;0.5391319394111633;0.624867856502533;0.5102940797805786;0.6346397399902344;0.48843491077423096;0.6413416862487793;0.5474561452865601;0.6357820630073547;0.5486728549003601;0.5963435173034668;0.5190747380256653;0.6023590564727783;0.49917811155319214;0.6126648187637329;0.5527420043945312;0.607932448387146;0.5562633275985718;0.5660151839256287;0.5325973629951477;0.5752726793289185;0.515626847743988;0.5868312120437622;0.5514032244682312;0.5837404727935791;0.5610536336898804;0
